id;cp;localidad;idProvincia
708;1759;Barrio Pitaluga;1
709;6600;Barrio Pozzi Y Pin;1
710;1772;Barrio Presidente Sarmiento;1
711;1772;Barrio Presidente Urquiza;1
712;1825;Barrio Primavera;1
713;7600;Barrio Primera Junta;1
714;1814;Barrio Primero De Mayo;1
715;1804;Barrio Progreso;1
716;1828;Barrio Provincias Unidas;1
717;7600;Barrio Pueblo Nuevo;1
718;1713;Barrio Puente Roca;1
719;1665;Barrio Pueyrredon;1
720;1613;Barrio Quesada Pacheco;1
721;1884;Barrio Rayo De Sol (Berazategui, Pdo. Berazategui);1
722;1854;Barrio Rayo De Sol (Longchamps, Pdo. Alte. Brown);1
723;1888;Barrio Residencial San Emilio;1
724;1617;Barrio Residencial Estancia General Pacheco;1
725;1889;Barrio Ricardo Rojas (El Rocio, Pdo. Florencio Varela);1
726;1617;Barrio Ricardo Rojas (Gral. Pacheco, Pdo. Tigre);1
727;1617;Barrio Rodriguez;1
728;8000;Barrio Rosario Sud;1
729;7630;Barrio Rosi;1
730;1852;Barrio Sakura;1
731;1881;Barrio San Agustin;1
732;1629;Barrio San Alejo;1
733;8000;Barrio San Blas;1
734;1765;Barrio San Carlos;1
735;1765;Barrio San Cayetano (Isidro Casanova, Pdo. La Matanza);1
736;7600;Barrio San Cayetano (Mar Del Plata, Pdo. Gral. Pueyrredon);1
737;1834;Barrio San Cristobal;1
738;1879;Barrio San Domingo;1
739;1888;Barrio San Eduardo;1
740;1759;Barrio San Enrique;1
741;1834;Barrio San Fernando;1
742;1708;Barrio San Francisco;1
743;1651;Barrio San Ignacio De Loyola;1
744;1804;Barrio San Ignacio (Ezeiza Estafeta No.6, Pdo. E.Echeverria);1
745;1763;Barrio San Ignacio (Virrey Del Pino, Pdo. La Matanza);1
746;2800;Barrio San Jacinto;1
747;1847;Barrio San Javier;1
748;1888;Barrio San Jorge (Florencio Varela Estaf.No.4, Pdo.F.Varela);1
749;1613;Barrio San Jorge (Los Polvorines, Pdo. Gral. Sarmiento);1
750;1646;Barrio San Jorge (San Fernando, Pdo. San Fernando);1
751;1846;Barrio San Jose (Alte. Brown, Pdo. Alte. Brown);1
752;1765;Barrio San Jose (Isidro Casanova, Pdo.La Matanza);1
753;7600;Barrio San Jose (Mar Del Plata, Pdo.Gral.Pueyrredon);1
754;1708;Barrio San Jose (Moron, Pdo.Moron);1
755;1834;Barrio San Jose (Temperley, Pdos.L.De Zamora Y Alte.Brown);1
756;1744;Barrio San Jose (Moreno, Pdo.Moreno);1
757;1846;Barrio San Juan (Alte. Brown, Pdo. Alte. Brown);1
758;1884;Barrio San Juan (Berazategui, Pdo.Berazategui);1
759;1765;Barrio San Juan (Isidro Casanova, Pdo.La Matanza);1
760;1714;Barrio San Juan (Ituzaingo, Pdo.Moron);1
761;7600;Barrio San Juan (Mar Del Plata, Pdo.Gral. Pueyrredon);1
762;1834;Barrio San Juan (Temperley, Pdo.Lomas De Zamora);1
763;1849;Barrio San Lucas;1
764;1665;Barrio San Luis;1
765;1763;Barrio San Mariano;1
766;8000;Barrio San Martin (Pdo. Bahia Blanca);1
767;7163;Barrio San Martin (Pdo.Gral. Madariaga);1
768;1765;Barrio San Miguel;1
769;1888;Barrio San Nicolas;1
770;1862;Barrio San Pablo;1
771;1757;Barrio San Pedro (Laferrere, Pdo.La Matanza);1
772;1763;Barrio San Pedro (Puente Ezcurra, Pdo.La Matanza);1
773;1847;Barrio San Pedro (Rafael Calzada, Pdo.Alte.Brown);1
774;8000;Barrio San Roque (Bahia Blanca, Pdo.Bahia Blanca);1
775;7020;Barrio San Roque (Benito Juarez, Pdo.Benito Juarez);1
776;1884;Barrio San Roque (Berazategui, Pdo.Berazategui);1
777;1665;Barrio San Roque (Jose C. Paz, Pdo. Gral. Sarmiento);1
778;1776;Barrio San Sebastian;1
779;1763;Barrio Santa Amelia;1
780;1663;Barrio Santa Brigida;1
781;1836;Barrio Santa Catalina (Llavallol, Pdo.L.De Zamora);1
782;1881;Barrio Santa Catalina (San Francisco Solano, Pdo.Quilmes);1
783;1849;Barrio Santa Clara;1
784;1723;Barrio Santa Isabel (Mariano Acosta, Pdo.Merlo);1
785;1842;Barrio Santa Isabel (Monte Grande, Pdo.E.Echeverria);1
786;1881;Barrio Santa Isabel (San Francisco Solano, Pdo.Quilmes);1
787;1615;Barrio Santa Lucia;1
788;1862;Barrio Santa Magdalena;1
789;1759;Barrio Santa Maria;1
790;6700;Barrio Santa Marta (Lujan, Pdo.Lujan);1
791;1806;Barrio Santa Marta (Tristan Suarez, Pdo.E. Echeverria);1
792;1665;Barrio Santa Paula;1
793;1619;Barrio Santa Teresa;1
794;1879;Barrio Santo Domingo;1
795;1888;Barrio Santo Tomas;1
796;1881;Barrio Santos Vega;1
797;1849;Barrio Sanz;1
798;1659;Barrio Sargento Cabral - Campo De Mayo;1
799;1772;Barrio Satelite;1
800;2901;Barrio Siderurgia;1
801;1842;Barrio Siglo Xx;1
802;1885;Barrio Sniafa;1
803;1763;Barrio Sofia Bozan;1
804;1804;Barrio Sol De Oro;1
805;1663;Barrio Solar Del Norte;1
806;2901;Barrio Somisa;1
807;1807;Barrio Stella Maris;1
808;2900;Barrio Super Usina;1
809;1888;Barrio Techo Rojo;1
810;7600;Barrio Tierra De Oro;1
811;8000;Barrio Tiro Federal (Bahia Blanca, Pdo.Bahia Blanca);1
812;7600;Barrio Tiro Federal (Mar Del Plata, Pdo. Gral.Pueyrredon);1
813;2700;Barrio Trocha;1
814;1617;Barrio Troncos Del Talar;1
815;6000;Barrio U.O.C.R.A.;1
816;1825;Barrio Veintiseis De Abril;1
817;1772;Barrio Vicente Lopez Y Planes;1
818;1714;Barrio Villa Alberdi;1
819;1665;Barrio Villa Altube;1
820;1888;Barrio Villa Angelica;1
821;1744;Barrio Villa Anita;1
822;1759;Barrio Villa Carmen;1
823;7109;Barrio Villa Clelia;1
824;1746;Barrio Villa Escobar;1
825;7000;Barrio Villa Gaucho;1
826;1826;Barrio Villa General Balcarce;1
827;1713;Barrio Villa Haras Myriam;1
828;1834;Barrio Villa La Paz;1
829;1847;Barrio Villa Laura;1
830;1613;Barrio Villa Magdalena;1
831;7400;Barrio Villa Mailin;1
832;1828;Barrio Villa Maipu;1
833;1664;Barrio Villa Manuelita;1
834;1842;Barrio Villa Maria;1
835;1657;Barrio Villa Maria De Los Remedios De Escalada;1
836;8000;Barrio Villa Muñiz;1
837;2804;Barrio Villa Nueva;1
838;1825;Barrio Villa Ofelia;1
839;6000;Barrio Villa Ortega;1
840;1640;Barrio Villa Primavera;1
841;7260;Barrio Villa Saladillo;1
842;6070;Barrio Villa Sesquicentenario;1
843;8000;Barrio Vista Alegre (Bahia Blanca, Pdo. Bahia Blanca);1
844;1806;Barrio Vista Alegre (Tristan Suarez, Pdo. E. Echeverria);1
845;1665;Barrio Vucetich;1
846;1667;Barrio Yei-Pora;1
847;1847;Barrio Zabala;1
848;2900;Barrio Zona Super Usina;1
849;7519;Barrow;1
850;1911;Bertolome Bavio;1
851;1636;Bartolome Mitre (Estacion Fcgm);1
852;8107;Base Aeronaval Comandante Espora;1
853;1919;Base Aeronaval De Punta Indio;1
854;1929;Base Naval Rio Santiago;1
855;8113;Baterias;1
856;7540;Bathurst;1
857;6643;Baudrix;1
858;6078;Bayauca;1
859;1643;Beccar;1
860;1625;Belen De Escobar;1
861;1661;Bella Vista Estafeta No.1;1
862;8000;Bella Vista (Bahia Blanca, Pdo. Bahia Blanca);1
863;1661;Bella Vista (Pdo. Gral. Sarmiento);1
864;6535;Bellocq;1
865;1621;Benavidez;1
866;6332;Benitez;1
867;7020;Benito Juarez;1
868;1876;Bernal Estafeta No.1;1
869;1876;Bernal Estafeta No.2;1
870;1876;Bernal Estafeta No.5;1
871;1884;Berazategui;1
872;1884;Berazategui Estafeta No.1;1
873;1884;Berazategui Estafeta No.2;1
874;1884;Berazategui Estafeta No.3;1
875;1884;Berazategui Estafeta No.4;1
876;2743;Berdier;1
877;7406;Bergamisqui;1
878;1923;Berisso;1
879;6071;Bermudez;1
880;1876;Bernal;1
881;1876;Bernal Estafeta No.3;1
882;1876;Bernal Estafeta No.4;1
883;1876;Bernal Estafeta No.6;1
884;1876;Bernal Estafeta No.7;1
885;1876;Bernal Estafeta No.8;1
886;7313;Bernardo Vera Y Pintado;1
887;8124;Berraondo;1
888;6424;Berutti;1
889;1808;Beveriri;1
890;6561;Blancagrande;1
891;6032;Blandengues;1
892;6065;Blaquier;1
893;6661;Blas Durañona;1
894;2805;Blondeau;1
895;1649;Boca Carabelas;1
896;1649;Boca De La Cruz Colorada;1
897;1649;Boca Del Arroyo Estudiante;1
898;8504;Boca Del Rio Negro;1
899;1649;Boca Del Toro;1
900;6348;Bocayuva;1
901;6550;Bolivar;1
902;6439;Bonifacio;1
903;7223;Bonnement (Apeadero Fcgr);1
904;8187;Bordenave;1
905;8000;Bordeu;1
906;1636;Borges;1
907;7620;Bosch;1
908;1889;Bosques;1
909;1609;Boulogne;1
910;1609;Boulogne Estafeta No.1;1
911;1609;Boulogne Estafeta No.3;1
912;1609;Boulogne Sur Mer;1
913;6640;Bragado;1
914;6640;Bragado Estafeta No.1;1
915;6411;Bravo Del Dos;1
916;1903;Buchanan;1
917;1870;Bullrich;1
918;1852;Burzaco;1
919;1852;Burzaco Estafeta No.1;1
920;1852;Burzaco Estafeta No.2;1
921;1834;Cabaña Spindola;1
922;8134;Cabeza De Buey;1
923;8118;Cabildo;1
924;8118;Cabo Corrientes;1
925;7214;Cachari;1
926;6535;Cadret;1
927;6339;Cailomuta;1
928;8101;Calderon;1
929;7400;Calera Avellaneda (Desvio Particular Fcgr.);1
930;7613;Calfucura;1
931;8154;Calvo;1
932;7116;Camaron Chico;1
933;1925;Cambaceres (Ensenada, Pdo.Ensenada);1
934;6516;Cambaceres (Pdo. 9 De Julio);1
935;7612;Camet;1
936;7300;Caminera Azul;1
937;7020;Caminera Juarez;1
938;6700;Caminera Lujan;1
939;7007;Caminera Napaleofu;1
940;7130;Caminera Samborombon;1
941;2900;Caminera San Nicolas;1
942;1879;Camino Calchaqui (Km. 17,300 Al 22,900);1
943;1888;Camino Calchaqui (Km. 23 Al 24,500);1
944;1896;Camino Centenario Km. 11,500;1
945;1896;Camino Gral.Belgrano Km.7,300;1
946;1876;Camino Gral.Belgrano (Km.11 Al 11,900);1
947;1879;Camino Gral.Belgrano (Km.12 Al 17,400 Lado Este);1
948;1881;Camino Gral.Belgrano (Km.14 Al 17,400 Lado Oeste);1
949;1888;Camino Gral.Belgrano (Km.17,500 Al 19);1
950;1888;Camino Gral.Belgrano (Km.19,1 Al 21,4 Igual A 24,6 A 26,9);1
951;1886;Camino Gral.Belgrano (Km.27 Al 30,9);1
952;1890;Camino Gral.Belgrano (Km.31 Al 35);1
953;7613;Campamento;1
954;2804;Campana;1
955;2804;Campana Estafeta No.1;1
956;2915;Campo Aguirrezabala;1
957;6474;Campo Aristimuño;1
958;2700;Campo Buena Vista;1
959;6015;Campo Coliqueo;1
960;2754;Campo Crisol;1
961;1659;Campo De Mayo;1
962;8185;Campo Del Norte Americano;1
963;7247;Campo Funcke;1
964;2752;Campo La Elisa;1
965;8150;Campo La Lima;1
966;2764;Campo La Nena;1
967;7623;Campo La Plata;1
968;6015;Campo La Tribu;1
969;8185;Campo La Zulema;1
970;7623;Campo Leite;1
971;8185;Campo Los Aromos;1
972;1623;Campo Pelaez;1
973;7303;Campo Rojas;1
974;8185;Campo San Juan;1
975;7305;Campodonico;1
976;1625;Campomar (Viñedo);1
977;2903;Campos Salles;1
978;6700;Cañada De Arias;1
979;6625;Cañada La Rica;1
980;8183;Cañada Mariano (Embarcadero Fcdfs);1
981;2740;Cañada Marta;1
982;8504;Cañada Querencia;1
983;6105;Cañada Seca;1
984;7101;Canal 15;1
985;1649;Canal Tres;1
986;1649;Canal A;1
987;1649;Canal C;1
988;1649;Canal Cinco;1
989;1649;Canal Cuatro;1
990;1625;Canal De Reunion;1
991;1649;Canal De La Serna;1
992;1649;Canal Del Este;1
993;1649;Canal Dos;1
994;1649;Canal Gobernador Arana;1
995;1649;Canal Gobernador Arias;1
996;1649;Canal Gobernador De La Serna;1
997;1649;Canal Hambrientos;1
998;1649;Canal Honda;1
999;1649;Canal Laurentino Comas;1
1000;2805;Canal Leandro N. Alem 1A. Seccion;1
1001;2805;Canal Leandro N. Alem 2A. Seccion;1
1002;2800;Canal Martin Irigoyen;1
1003;1649;Canal No.1;1
1004;1649;Canal No.2;1
1005;1649;Canal No.3;1
1006;1649;Canal No.4;1
1007;1649;Canal No.5;1
1008;1649;Canal Picardo;1
1009;1649;Canal Union;1
1010;1649;Canal Uno;1
1011;1649;Canal Urion;1
1012;1649;Canal Villanueva;1
1013;1987;Cancha Del Pollo;1
1014;7153;Cangallo;1
1015;1804;Canning;1
1016;8185;Canonigo Gorriti;1
1017;7000;Cantera Albion;1
1018;7000;Cantera La Federacion;1
1019;7000;Cantera San Luis;1
1020;7401;Canteras De Gregorini;1
1021;1814;Cañuelas;1
1022;1814;Cañuelas Estafeta No.1;1
1023;6612;Capdepont;1
1024;2812;Capilla;1
1025;1888;Capilla De Los Ingleses;1
1026;2812;Capilla Del Señor;1
1027;6461;Capitan Castro;1
1028;1661;Capitan Lozano (Apeadero Fcgu);1
1029;2752;Capitan Sarmiento;1
1030;2703;Carabelas;1
1031;1605;Carapachay;1
1032;1822;Caraza;1
1033;8506;Cardenal Cagliero;1
1034;6430;Carhue;1
1035;7119;Cari Larquea;1
1036;7247;Carlos Beguerie;1
1037;6530;Carlos Casares;1
1038;6701;Carlos Keen;1
1039;2812;Carlos Lemee;1
1040;6515;Carlos Maria Naon;1
1041;6453;Carlos Salas;1
1042;1812;Carlos Spegazzini;1
1043;6455;Carlos Tejedor;1
1044;1886;Carlos T. Sourigues;1
1045;6725;Carmen De Areco;1
1046;8504;Carmen De Patagones;1
1047;1808;Carriquiborde;1
1048;7225;Casalins;1
1049;6417;Casbas;1
1050;7547;Cascada;1
1051;1678;Caseros Estafeta No.1;1
1052;1678;Caseros Sucursal No.1;1
1053;1678;Caseros (Pdo. 3 De Febrero);1
1054;6417;Casey;1
1055;1712;Castelar;1
1056;7114;Castelli;1
1057;6616;Castilla;1
1058;7265;Cazon;1
1059;6535;Centenario;1
1060;7114;Central Guerrero;1
1061;1893;Centro Agricola El Pato;1
1062;6237;Cerrito;1
1063;7403;Cerro Aguila;1
1064;7101;Cerro De La Gloria;1
1065;7000;Cerro De Los Leones;1
1066;7001;Cerro Leones;1
1067;7403;Cerro Negro;1
1068;7403;Cerro Sotuyo;1
1069;1900;Circunvalacion;1
1070;1896;City Bell;1
1071;1896;City Bell Estafeta No. 1;1
1072;1650;Ciudad Del Libertador Gral. San Martin;1
1073;1778;Ciudad General Martin Miguel De Guemes;1
1074;1778;Ciudad General Martin Miguel De Guemes Estafeta No. 3;1
1075;1702;Ciudadela;1
1076;1702;Ciudadela Estafeta No.1;1
1077;1702;Ciudadela Estafeta No.2;1
1078;1702;Ciudadela Estafeta No.3;1
1079;1702;Ciudadela Estafeta No.4;1
1080;7005;Claraz;1
1081;7505;Claromeco;1
1082;7515;Claudio C. Molina;1
1083;7163;Claverie;1
1084;1849;Claypole;1
1085;1849;Claypole Estafeta No.1;1
1086;7612;Cobo;1
1087;8118;Cochrane;1
1088;2752;Colegio San Pablo;1
1089;6743;Coliqueo;1
1090;7201;Colman;1
1091;2720;Colon;1
1092;6034;Colonia Alberdi;1
1093;8142;Colonia Barga;1
1094;6441;Colonia Baron Hirsch;1
1095;1921;Colonia Beethoven;1
1096;8136;Colonia Cuarenta Y Tres;1
1097;7609;Colonia De Vacaciones Chapadmalal;1
1098;1874;Costa De Villa Dominico;1
1099;8180;Colonia Doctor Gobernador Udaondo;1
1100;6403;Colonia El Balde;1
1101;8142;Colonia El Guanaco;1
1102;7136;Colonia Escuela Argentina;1
1103;7172;Colonia Ferrari;1
1104;7318;Colonia Hinojo;1
1105;8181;Colonia Hipolito Yrigoyen;1
1106;1727;Colonia Hogar Ricardo Gutierrez;1
1107;6567;Colonia Inchausti;1
1108;8136;Colonia Juan Couste;1
1109;2905;Colonia La Alicia;1
1110;1888;Colonia La Capilla;1
1111;8136;Colonia La Catalina;1
1112;8508;Colonia La Celina;1
1113;6531;Colonia La Esperanza;1
1114;8185;Colonia La Estela;1
1115;8185;Colonia La Estrella;1
1116;8142;Colonia La Graciela;1
1117;2751;Colonia La Invernada;1
1118;8105;Colonia La Merced;1
1119;2751;Colonia La Nena;1
1120;2751;Colonia La Noria;1
1121;2751;Colonia La Reina;1
1122;1802;Colonia La Valentina;1
1123;2711;Colonia La Vanguardia;1
1124;8183;Colonia La Vascongada;1
1125;2751;Colonia Labordeboy;1
1126;8185;Colonia Lapin;1
1127;1763;Colonia Las Mercedes;1
1128;6513;Colonia Las Yescas;1
1129;8185;Colonia Leven;1
1130;8142;Colonia Los Alamos;1
1131;6018;Colonia Los Bosques;1
1132;1802;Colonia Los Chivatos;1
1133;6007;Colonia Los Hornos;1
1134;6018;Colonia Los Huesos;1
1135;2751;Colonia Los Toldos;1
1136;2760;Colonia Los Tres Ustaris;1
1137;6531;Colonia Mauricio;1
1138;8508;Colonia Miguel Esteverena;1
1139;8144;Colonia Monte La Plata;1
1140;6341;Colonia Murature;1
1141;6708;Colonia Nacional De Alienados;1
1142;1727;Colonia Nacional De Menores;1
1143;6341;Colonia Naveira;1
1144;7318;Colonia Nieves;1
1145;7541;Colonia No. 1 (Coronel Suarez);1
1146;7541;Colonia No. 3 (Coronel Suarez);1
1147;8134;Colonia Ocampo;1
1148;6643;Colonia Palantelen;1
1149;8185;Colonia Phillipson No. 1;1
1150;1763;Colonia Pontevedra;1
1151;8144;Colonia Pueblo Ruso;1
1152;7318;Colonia Rusa;1
1153;6646;Colonia San Eduardo;1
1154;2703;Colonia San Fermin;1
1155;8142;Colonia San Francisco (Juan A. Pradere, Pdo. Patagones);1
1156;6017;Colonia San Francisco (San Emilio, Pdo. Gral Viamonte);1
1157;8164;Colonia San Martin;1
1158;7403;Colonia San Miguel;1
1159;8164;Colonia San Pedro;1
1160;6437;Colonia San Ramon;1
1161;6535;Colonia Santa Maria;1
1162;8185;Colonia Santa Mariana;1
1163;8181;Colonia Santa Rosa (Alta Vista, Pdo. Puan);1
1164;1816;Colonia Santa Rosa (Pdo. Cañuelas);1
1165;8185;Colonia Sapin;1
1166;6459;Colonia Sere;1
1167;2751;Colonia Stegman;1
1168;8142;Colonia Tapatta;1
1169;2933;Colonia Velaz;1
1170;6628;Colonia Zambungo;1
1171;6601;Comahue Oeste;1
1172;7135;Comandante Giribone;1
1173;7603;Comandante Nicanor Otamendi;1
1174;6641;Comodoro Py;1
1175;6233;Condarco;1
1176;2907;Conesa;1
1177;7639;Cooper;1
1178;7511;Copetonas;1
1179;6465;Coraceros;1
1180;6405;Corazzi;1
1181;6507;Corbett;1
1182;7208;Coronel Boerr;1
1183;1980;Coronel Brandsen;1
1184;1980;Coronel Brandsen Estafeta No.1;1
1185;1980;Coronel Brandsen Estafeta No.2;1
1186;6223;Coronel Charlone;1
1187;8150;Coronel Dorrego;1
1188;8118;Coronel Falcon;1
1189;1672;Coronel Francisco Linch;1
1190;6062;Coronel Granada;1
1191;2747;Coronel Isleño;1
1192;8000;Coronel Maldonado;1
1193;6555;Coronel Marcelino Freyre;1
1194;6533;Coronel Martinez De Hoz;1
1195;6628;Coronel Mom;1
1196;7530;Coronel Pringles;1
1197;7313;Coronel Rodolfo Bunge;1
1198;6628;Coronel Segui;1
1199;7540;Coronel Suarez;1
1200;7174;Coronel Vidal;1
1201;8118;Corti;1
1202;6712;Cortines;1
1203;7112;Costa Azul;1
1204;3445;Costa Bonita;1
1205;2914;Costa Brava;1
1206;1872;Costa De Sarandi;1
1207;7305;Covello;1
1208;7503;Cristiano Muerto;1
1209;1913;Cristino Benavidez;1
1210;7307;Crotto;1
1211;1870;Crucecita;1
1212;1676;Cuadrilla 1011 (Fcgsm., Subdivision Alianza);1
1213;7225;Cuartel 5O.;1
1214;7136;Cuartel 6O.;1
1215;7135;Cuartel 8O.;1
1216;7116;Cuartel 9O.;1
1217;1649;Cuarteles Carabelas;1
1218;6700;Cuartel Iv;1
1219;1987;Cuartel Llo.;1
1220;8105;Cuatreros;1
1221;1649;Cuatro Bocas;1
1222;2707;Cuatro De Noviembre;1
1223;6723;Cucullu;1
1224;6746;Cucha Cucha;1
1225;6231;Cuenca;1
1226;7263;Cumbeao;1
1227;6451;Curaru;1
1228;7548;Cura-Malal;1
1229;7548;Curumalan;1
1230;6740;Chacabuco;1
1231;2700;Chacra Experimental;1
1232;7163;Chaja;1
1233;7406;Chala Quilca;1
1234;6017;Chancay;1
1235;7605;Chapadmalal;1
1236;7203;Chapaleofu;1
1237;7020;Chapar;1
1238;7223;Chas;1
1239;7130;Chascomus;1
1240;7130;Chascomus Estafeta No.1;1
1241;7130;Chascomus Estafeta No.2;1
1242;7130;Chascomus Estafeta No.3;1
1243;8117;Chasico;1
1244;2764;Chenaut;1
1245;6476;Chiclana;1
1246;7311;Chillar;1
1247;6620;Chivilcoy;1
1248;6620;Chivilcoy Estafeta No.1;1
1249;6620;Chivilcoy Estafeta No.2;1
1250;6620;Chivilcoy Estafeta No.3;1
1251;6620;Chivilcoy Estafeta No.4;1
1252;6620;Chivilcoy Estafeta No.5;1
1253;6620;Chivilcoy Estafeta No.7;1
1254;1649;Chaña-Mini;1
1255;8117;Choique;1
1256;6341;Chopi Talo;1
1257;6555;Daireaux;1
1258;1901;Dalmiro Saenz (Apeadero Fcgb);1
1259;8183;Darregueira;1
1260;6348;De Bary;1
1261;6031;De Bruyn;1
1262;7013;De La Canal;1
1263;7515;De La Garma;1
1264;7521;Deferrari;1
1265;7265;Del Carril;1
1266;6509;Del Valle;1
1267;1669;Del Viso;1
1268;1669;Del Viso Estafeta No.1;1
1269;8185;Delfin Huergo;1
1270;6007;Delgado;1
1271;6516;Dennehy;1
1272;7531;Despeñaderos;1
1273;1925;Destileria Fiscal;1
1274;6031;Desvio El Chingolo;1
1275;6503;Desvio Kilometro 234;1
1276;8109;Desvio Sandrini;1
1277;7313;Dieciseis De Julio;1
1278;8129;Diecisiete De Agosto;1
1279;2812;Diego Gaynor;1
1280;7603;Dionisia;1
1281;1623;Dique Lujan;1
1282;1900;Dique No. 1;1
1283;2701;Doce De Agosto;1
1284;6501;Doce De Octubre;1
1285;1925;Dock Central;1
1286;1871;Dock Sud;1
1287;1644;Doctor Albert Schweitzer (Parada Fcgm);1
1288;1602;Doctor Antonio Cetrangolo (Parada Fcgm);1
1289;6708;Doctor Domingo Cabred;1
1290;7212;Doctor Domingo Harosteguy;1
1291;1894;Doctor Ricardo Levene;1
1292;1617;Doctor Ricardo Rojas;1
1293;7100;Dolores;1
1294;7100;Dolores Estafeta No.1;1
1295;7100;Dolores Estafeta No.2;1
1296;1706;Domingo Faustino Sarmiento;1
1297;1984;Domselaar;1
1298;1876;Don Bosco;1
1299;7135;Don Cipriano;1
1300;1611;Don Torcuato;1
1301;1611;Don Torcuato Estafeta No.1;1
1302;1611;Don Torcuato Estafeta No.2;1
1303;7116;Don Vicente;1
1304;6042;Dos Hermanos;1
1305;7007;Dos Naciones;1
1306;2935;Doyle;1
1307;6242;Drabble;1
1308;6455;Drysdale;1
1309;8170;Ducos;1
1310;6505;Dudignac;1
1311;8164;Dufaur;1
1312;2764;Duggan;1
1313;6405;Duhau;1
1314;7401;Durañona;1
1315;6050;Dussaud;1
1316;7541;D'Orbigny;1
1317;6030;Edmundo B. Perkins (Estacion Fcgsm);1
1318;6064;Eduardo Costa;1
1319;7013;Egaña;1
1320;1686;Ejercito De Los Andes (Parada Fcgu);1
1321;7225;El Alba;1
1322;2721;El Arbolito;1
1323;8504;El Bagual;1
1324;7305;El Bañado;1
1325;7507;El Bombero;1
1326;7601;El Boqueron;1
1327;6537;El Camoati;1
1328;7135;El Carbon;1
1329;7203;El Carmen De Langueyu;1
1330;1907;El Carmen (Pdo. La Plata);1
1331;2754;El Carmen (Viña, Pdo. Pergamino);1
1332;6537;El Carpincho;1
1333;7500;El Carretero;1
1334;7607;El Centinela (Miramar, Pdo. Gral. Alvarado);1
1335;1649;El Correntoso;1
1336;8117;El Corta Pie;1
1337;7503;El Cristiano;1
1338;1665;El Cruce;1
1339;7163;El Chaja;1
1340;7007;El Cheique;1
1341;7263;El Chumbiao;1
1342;2935;El Descanso;1
1343;7116;El Destino;1
1344;7531;El Divisorio;1
1345;6031;El Dorado;1
1346;1735;El Durazno;1
1347;1617;El Embrujo;1
1348;2946;El Espinillo;1
1349;7130;El Eucaliptus;1
1350;2804;El Fenix;1
1351;7000;El Gallo;1
1352;1748;El Granadero;1
1353;7200;El Gualicho;1
1354;7007;El Hervidero;1
1355;6531;El Jabali;1
1356;2707;El Jaguel (Guido Spano, Pdo. Rojas);1
1357;1842;El Jaguel (Pdo. Esteban Echeverria);1
1358;7620;El Junco;1
1359;2916;El Jupiter;1
1360;7635;El Lenguaraz;1
1361;7513;El Lucero;1
1362;7313;El Luchador;1
1363;7260;El Mangrullo;1
1364;7600;El Martillo;1
1365;7305;El Mirador;1
1366;7623;El Moro;1
1367;2740;El Nacional;1
1368;6437;El Nilo;1
1369;1888;El Ombu;1
1370;1667;El Palenque;1
1371;1684;El Palomar;1
1372;1684;El Palomar Estafeta No.1;1
1373;1684;El Palomar Estafeta No.2;1
1374;1684;El Palomar Estafeta No.3;1
1375;1684;El Palomar Estafeta No.4;1
1376;1865;El Pampero;1
1377;2916;El Paraiso (Pdo. Ramallo);1
1378;8144;El Paraiso (Tte. Origone, Pdo. Villarino);1
1379;7263;El Parche;1
1380;6341;El Parque;1
1381;2720;El Pelado;1
1382;1894;El Peligro;1
1383;7531;El Pensamiento;1
1384;6053;El Peregrino;1
1385;1907;El Pescado;1
1386;1755;El Pinar;1
1387;1907;El Pino;1
1388;7641;El Pito (Energia, Pdo. Necochea);1
1389;7607;El Pito (Miramar, Pdo. Gral. Alvarado);1
1390;6550;El Porvenir (Bolivar, Pdo. Bolivar);1
1391;1759;El Progreso;1
1392;2751;El Quemado (La Violeta, Pdo. Pergamino);1
1393;6474;El Recado;1
1394;7612;El Refugio;1
1395;1901;El Retiro (La Plata);1
1396;2741;El Retiro (Salto, Pdo. Salto);1
1397;6017;El Retiro (San Emilio, Pdo. Gral. Viamonte);1
1398;7130;El Rincon (Chascomus, Pdo. Chascomus);1
1399;8146;El Rincon (Mayor Buratovich, Pdo. Villarino);1
1400;1889;El Rocio;1
1401;1921;El Rosario;1
1402;7303;El Sauce;1
1403;6463;El Santiago;1
1404;7100;El Sesenta;1
1405;7223;El Siasgo;1
1406;2752;El Silencio;1
1407;7215;El Socorro;1
1408;1613;El Sol;1
1409;7600;El Soldado;1
1410;1617;El Talar;1
1411;2801;El Tatu;1
1412;6515;El Tejar;1
1413;6437;El Trebañon;1
1414;7500;El Triangulo;1
1415;7207;El Trigo;1
1416;6467;El Trio;1
1417;6073;El Triunfo;1
1418;1888;El Tropezon;1
1419;7116;El Vence;1
1420;7620;El Verano;1
1421;7174;El Vigilante;1
1422;7620;El Volante;1
1423;8150;El Zorro;1
1424;6241;Eldia;1
1425;1727;Elias Romero;1
1426;6242;Elordi;1
1427;7243;Elvira;1
1428;7260;Emiliano Reynoso (Estacion Fcgb);1
1429;6628;Emilio Ayarza;1
1430;6508;Emilio Lamarca;1
1431;6241;Emilio V. Bunge;1
1432;6634;Emita;1
1433;7263;Emma;1
1434;1633;Empalme;1
1435;7249;Empalme Lobos;1
1436;1913;Empalme Magdalena;1
1437;8117;Empalme Piedra Echada (Apeadero Fcgr);1
1438;7401;Empalme Querandies;1
